date,tweet,saham
2026-04-13,"MSS: Hepi OSh: matang CUAN: +11,70%: Portofolio: ADES ANTM APLN ASII BBCA BBRI BNII BREN DSSA EXCL GOTO INDY JSMR KEJU KIJA LAJU ROTI TLKM WIKA 13 April 2026:",tlkm
2026-04-13,"gapapa: potential gain%: 13 April 2026: portofolio : ot B, ot C, ot P: ADRO AMRT APLN ARTO ASRI BBRI BLTA BNII BREN BUMI BYAN CLEO CPIN DSSA ELSA EXCL GOTO GPSO HERO IMAS INDY KAEF KEJU LAJU MAPI MIDI MYOR PGEO TAYS TLKM",tlkm
2026-04-13,"Im sorry the suffering of the people in the middle east war: 13/03/2026 s.d. 13/04/2026: multiBAGGER: +118,54% s.d. 3580,24%: matang CUAN: MSS: ADES ANTM APLN ASII BBCA BBRI BNII BREN DSSA EXCL GOTO INDY JSMR KEJU KIJA LAJU ROTI TLKM WIKA",tlkm
2026-04-13,"Favorite Stocks Pick: Ripe for PROFIT: +22.7%: ADRO AMRT APLN ARTO ASRI BBRI BLTA BNII BREN BUMI BYAN CLEO CPIN DSSA ELSA EXCL GOTO GPSO HERO IMAS INDY KAEF KEJU LAJU MAPI MIDI MYOR PGEO TAYS TLKM UNVR portfolio: April 13, 2026:",tlkm
2026-04-13,"TLKM kykya interesting ya, Pak, ada insider, global transksinya gede",tlkm
2026-04-13,Beli BBCA/BMRI 1000 lot emas 100gr 1 unit mobil dan 1 unit real estate di Pondok Indah,bmri
2026-04-13,"Saham big banks, blue chip lagi merah padahal mau bagi dividen. Semoga dividennya nutupin loss nya $BBRI $BMRI",bmri
2026-04-13,"Data jual beli asing hari ini Top Foreign Buy PTRO, 135.2M CUAN, 132M EMAS, 72.3M ASII, 65.8M BRPT, 61.2M Top Local Buy BMRI, 201.4M AMMN, 34.5M GOTO, 32.4M BUMI, 32.1M RATU, 21.4M",bmri
2026-04-13,"perhatikan, yang MERAH cuman BigBanks $BBRI $BBCA $BMRI ditemenin satu doang, si $BUMI cuman 4 ini yang Top Transaksi tapi merah.",bmri
2026-04-13,"Kalau saham big bank pada loyo, terutama #BBCA #BBNI yang abis bagi dividen (ex-date) di akhir Mar-26 #BBCA #BBNI #BBRI #BMRI",bmri
2026-04-13,Semoga ihsg jebol Pakai big bank BBCA jadi 5000 Bbri jadi 2500 Bbni jadi 3000 Bmri jadi 3500 BBTN jadi 700 Bris jadi 1000,bmri
2026-04-13,"Rekomendasi Saham Potensial — Senin, 13 April 2026 ISAT – Buy Entry: 2100 - 2150 Target 2: 2600 Target 1: 2380 Stoploss: <2000 By Phintraco Sekuritas Investment Advisor Team - Disclaimer On -",isat
2026-04-13,"Setelah jual bisnis es krim, UNVR sempat jual bisnis teh Sariwangi ke Grup Djarum. Sebelumnya, UNVR global sempat jual bisnis teh Lipton pada 2020-2022, tapi masih jaga aset teh di Indo, India, dan nepal. Tapi, akhirnya bisnis teh ini juga dilepas.",unvr
2026-04-13,"Favorite Stocks Pick: Ripe for PROFIT: +22.7%: ADRO AMRT APLN ARTO ASRI BBRI BLTA BNII BREN BUMI BYAN CLEO CPIN DSSA ELSA EXCL GOTO GPSO HERO IMAS INDY KAEF KEJU LAJU MAPI MIDI MYOR PGEO TAYS TLKM UNVR portfolio: April 13, 2026:",unvr
2026-04-13,"$UNVR kembali ngebet jual aset-nya lagi. Setelah ngikut kebijakan induk jualan bisnis es-krim, kini UNVR Indonesia melirik jual Buavita? Mau jadi apa sih UNVR ke depannya?",unvr
2026-04-13,"Masalah UNVR bukan hanya di Indonesia, tapi juga seluruh UNVR secara global. Bahkan, UNVR global sempat dirumorkan mau jual bisnis ponds dan dove. Memang mau jadi apa sih $UNVR ke depannya? simak selengkapnya di sini:",unvr
2026-04-13,"Kisah aksi divestasi UNVR mulai mencuat pada 2018 ketika perusahaan ini mulai mengalami pertumbuhan yang stagnan. Malah, margin keuntungan terus tergerus.",unvr
2026-04-14,Indonesias biggest bank stock is raining money right now—Bank Rakyat Indonesia (BBRI) is handing out INSANE HUGE dividends. But what’s making it hot: There’s a party whose pockets just got an instant boost of Rp16.68 TRILLION Who Gets the Biggest Haul? The answer: Danantara,bbri
2026-04-14,Saham BBRI Diserok Asing Habis-habisan #saham #infosaham #investasi,bbri
2026-04-14,"PT Bank Rakyat Indonesia (Persero) Tbk (BBRI) dividen final Rp31,47 triliun atau setara Rp346 per saham untuk tahun buku 2025. Dividen yang dibagikan mencapai 92 persen dari laba bersih konsolidasian yang dapat diatribusikan kepada pemilik entitas induk sebesar Rp56,65 triliun.",bbri
2026-04-14,"UPDATE Musim dividen IHSG kembali ramai sektor finansial jadi bintang — $BBRI payout hingga 92% (Rp346/saham), $BBNI ~65%, dan $BBCA tetap konsisten jaga return investor. Source: CNBC Indonesia",bbri
2026-04-14,"Data jual beli asing hari ini Top Foreign Buy BBCA, 138.5M BBRI, 124.6M EMAS, 77.9M BMRI, 68.6M BBNI, 64.3M Top Local Buy BRMS, 213.1M PTRO, 142.2M BRPT, 105.8M BUMI, 93.7M TPIA, 50.2M",bbri
2026-04-14,"Pilihan saham kayak $BBCA , $BBRI, $BMRI, sama $ASII itu ibarat beban berat IHSG. Mereka geraknya searah banget sama indeks domestik. Pas dibandingin sama S&P 500 yang isinya raksasa teknologi global ($NVDA, $AAPL , $MSFT ), ya kalah telak di urusan growth sama diversifikasi",bbri
2026-04-14,kalau bca bbri dkk kembali ke ath dan konglo juga kembali ath BISA,bbri
2026-04-14,"Portofolio: mC: mB: blta: potential gain% (pg%): hujan matang CUAN: kerikil matang RUGI (mR, kotak keemasan): 14 April 2026: Hepi OSh: MSS: +15,66%: BBCA BBRI BLTA BNII BREN BUMI BYAN CLEO CPIN DSSA ELSA EXCL GOTO GPSO HERO IMAS INDY JSMR KAEF",bbri
2026-04-14,"The JCI at the Indonesia Stock Exchange (BEI) in the first trading session on Tuesday (14/4/2026) surged to the 7,600 level. Leading and large-cap stocks (big caps) were heavily bought up, thereby becoming the drivers of the JCI, especially BBRI and BRPT shares.",bbri
2026-04-14,"Siap-siap Cuan! BBRI Guyur Dividen Rp52,1 Triliun, Sisa Rp209 per Saham Cair 8 Mei",bbri
2026-04-14,"Net foreign sell Rp127M mid-day — tapi BBRI, BBCA, BMRI masuk top buy asing. Ini bukan keluar panik. Ini rotasi — keluar dari mid-small cap, masuk ke blue chip defensif. Smart money tidak kabur dari IHSG, mereka rebalancing. @stockbit",bbri
2026-04-14,"Ga berani Hu , atut nanti nyungsep gara2 isu mau dipake modalin MBG dan kopdes , net sell asing di BBRI juga konsisten gede banget",bbri
2026-04-14,bbri kapan bagi dividen sih????,bbri
2026-04-14,"ayoo bbri, km pasti bisaaa. aku nyangkut banyakk",bbri
2026-04-14,"Yang mengangkat IHSG: ↑ Sektor energi & bahan baku kompak menguat ↑ Saham PTRO, BRPT, CUAN (grup Prajogo) jadi lokomotif ↑ FILM, SIMP masuk top gainers Yang menekan: ↓ Sektor keuangan -1,31% ↓ BBRI & BMRI dilepas asing besar-besaran ↓ Asing masih net sell — YTD 2026 sudah",bbri
2026-04-14,$BBRI ngegas!,bbri
2026-04-14,"Minta tolong Claude Sonnet 4.6 untuk buat portfolio saham IHSG yang berisi 10 saham yang mungkin mengalahkan S&P 500. Hasil rekomendasinya: $BBCA , $BBRI, $BMRI, $TLKM, $GOTO, $ASII, $ICBP, $AMMN, $ANTM, $MIKA Tapi setelah dicoba pakai software optimasi, hasilnya kok tidak",bbri
2026-04-14,"Daftar 22 Emiten Bagi Dividen 2026: BBRI, BBNI & BBCA Teratas",bbri
2026-04-14,"Danantara menerima dividen Rp16,67 triliun dari BBRI Danantara mencatatkan kepemilikan di BBRI 79,80 miliar lembar atau 52,66%, Dividend Payout Ratio (DPR) BBRI sangat agresif mencapai 91,96%, yang artinya hampir seluruh laba bersih perseroan tahun buku 2025 didistribusikan",bbri
2026-04-14,Hari ini JSMR kemarin BBRI,bbri
2026-04-14,BBRI dan BMRI ya.. udah punya,bbri
2026-04-14,Gw beli bbri kok nggak masuk berita pek @Ddarwin889,bbri
2026-04-14,Gak beli bbri?,bbri
2026-04-14,"Kemaren belum ada 2 minggu ikut2an suhu beli BBRI, dapat avg 3356, kena fear karena asing nge dump BBRI karena isu kredit ke kopdes dan mbg. Akhirnya tak lepas pas 3.380, eh hari ini terbang ke 3.450",bbri
2026-04-14,"BBRIs dividend schedule is out, guys Payday again in May on the 8th",bbri
2026-04-14,Beli saham BBRI,bbri
2026-04-14,kalian yang lagi nyangkut di $BBRI sabar aja yak,bbri
2026-04-14,Gas lah coba pos video Jadwal dividen bbri guys udh keluar,bbri
2026-04-14,"Jika pay out rasio BBRI dipertahankan di 92% terus, keknya harus nambah muatan nih. Mayan, imbal hasil 9%/th. Jauh di atas imbal hasil deposito dan obligasi. Menyala BRI !",bbri
2026-04-14,"Data Jual beli asing sesi 1 Top Net Foreign Buy (Miliar) BBRI: 130,85 BBCA: 124,89 BMRI: 65,40 DEWA: 43,83 ESSA: 36,28 BBNI: 36,17 MEDC: 24,58 SIMP: 23,9 ADMR: 22,02 Top Net Foreign Sell (Miliar) BRPT: -145,87 PTRO: -86,23 CUAN: -77,15 BRMS: -71,65 BUMI: -43,69 ENRG: -35,74",bbri
2026-04-14,Bro apa benar dividen BBRI April harga segini??,bbri
2026-04-14,The pain in my heart seeing BBRI,bbri
2026-04-14,"Indeks harga saham gabungan (IHSG) pada perdagangan Selasa (14/4/2026) dibuka menguat ditopang laju 5 saham big caps terbesar, BREN, BBCA hingga BBRI. Berdasarkan IDX Mobile pukul 09.01 WIB, IHSG menguat 1,46% atau 109,13 poin ke 7.609,32. Pasar dibuka https://instagram.com/p/DXGIbo2gbI2/?utm_source=dlvr.it&utm_medium=twitter",bbri
2026-04-14,"Danantara memang pemegang mayoritas saham BBRI (52,66%), jadi wajar dapat porsi terbesar. Yang menarik: uang ini sebenarnya kembali ke negara (melalui BUMN), bukan ke kantong pribadi. Pertanyaannya: Danantara bakal reinvestasikan ke mana? Ke pasar modal, infrastruktur, atau",bbri
2026-04-14,"Bank Rakyat Indonesia, $BBRI di mata saya pagi ini",bbri
2026-04-14,"BBRIs final dividend is set to distribute a total of Rp346 per share. But remember, youve already gotten the down payment back in January (interim dividend) of Rp137. So, the remaining profit thatll hit your account later is Rp209 per share. Not bad, huh.. What about you",bbri
2026-04-14,Cum Dividen BBRI #saham #infosaham #investasi,bbri
2026-04-14,Saatnya BBRI dan BBCA menuju puncak gemilang cahaya,bbri
2026-04-14,"PT Bank Rakyat Indonesia (Persero) Tbk (BBRI) membagikan dividen tunai untuk tahun buku 2025 sebesar total Rp52,10 triliun atau Rp346 per saham, termasuk dividen interim Rp137 per saham yang sudah dibayarkan pada 15 Januari 2026. Sisa dividen final mencapai Rp209 per saham dengan",bbri
2026-04-14,"Menarik. Hari ini IHSG hijau, tapi asing justru masih net sell -127B secara keseluruhan. Di sisi buy, BBRI dan BBCA justru masuk top foreign buy dengan total lebih dari 250B. Padahal belakangan ini asing konsisten lepas saham perbankan. Jadi ini sebenernya apa, curi start atau",bbri
2026-04-14,"Holding BBRI shares, here are the important dates this month:",bbri
2026-04-14,"Minta tolong Claude Sonnet 4.6 untuk buat portfolio saham IHSG yang berisi 10 saham yang mungkin mengalahkan S&P 500. Hasil rekomendasinya: $BBCA , $BBRI, $BMRI, $TLKM, $GOTO, $ASII, $ICBP, $AMMN, $ANTM, $MIKA Tapi setelah dicoba pakai software optimasi, hasilnya kok tidak",icbp
2026-04-14,pgas: tlkm: Data Center: 2026: low-carbon energy supply: digital infrastructure:,tlkm
2026-04-14,"Minta tolong Claude Sonnet 4.6 untuk buat portfolio saham IHSG yang berisi 10 saham yang mungkin mengalahkan S&P 500. Hasil rekomendasinya: $BBCA , $BBRI, $BMRI, $TLKM, $GOTO, $ASII, $ICBP, $AMMN, $ANTM, $MIKA Tapi setelah dicoba pakai software optimasi, hasilnya kok tidak",tlkm
2026-04-14,"Pilihan saham kayak $BBCA , $BBRI, $BMRI, sama $ASII itu ibarat beban berat IHSG. Mereka geraknya searah banget sama indeks domestik. Pas dibandingin sama S&P 500 yang isinya raksasa teknologi global ($NVDA, $AAPL , $MSFT ), ya kalah telak di urusan growth sama diversifikasi",bmri
2026-04-14,"Net foreign sell Rp127M mid-day — tapi BBRI, BBCA, BMRI masuk top buy asing. Ini bukan keluar panik. Ini rotasi — keluar dari mid-small cap, masuk ke blue chip defensif. Smart money tidak kabur dari IHSG, mereka rebalancing. @stockbit",bmri
2026-04-14,BMRI karena kemaren baru cair hihihi,bmri
2026-04-14,"@nm05gjs Halo Sahabat nm05gjs, kami informasikan untuk pendaftaran program magang atau Kriya Mandiri di Bank Mandiri melalui website http://bmri.id/careerdisarankanSahabatpilihKriyaMandirilalubisamemilihJabodetabekselanjutnyasilakanapplysesuairegionygakan",bmri
2026-04-14,Apakah ini ajakan untuk ALL IN BMRI?,bmri
2026-04-14,"@nm05gjs Halo Sahabat nm05gjs, kami informasikan terkait program magang atau Kriya Mandiri di Bank Mandiri dapat mengakses website http://bmri.id/careerdanwebsitehttp://Magentaku.id.Mohonselalujagakerahasiaandatapribadi.ProsesrekrutmenBankMandirihanya",bmri
2026-04-14,"Minta tolong Claude Sonnet 4.6 untuk buat portfolio saham IHSG yang berisi 10 saham yang mungkin mengalahkan S&P 500. Hasil rekomendasinya: $BBCA , $BBRI, $BMRI, $TLKM, $GOTO, $ASII, $ICBP, $AMMN, $ANTM, $MIKA Tapi setelah dicoba pakai software optimasi, hasilnya kok tidak",bmri
2026-04-14,"Yuk, pakai Livin’ by Mandiri! Download di sini https://bmri.id/reflivin?af_adset=MGMK3L1QYK&deep_link_sub1=null&deep_link_sub2=MGMK3L1QYKJanganlupapakaikodereferral-ku:MGMK3L1QYKFAQ:http://bmri.id/livinmgmBankMandiriberizindandiawasiolehOtoritasJasaKeuangan(OJK)danBankIndonesia,sertamerupakanpesertapenjaminanLPS",bmri
2026-04-14,"Data jual beli asing hari ini Top Foreign Buy BBCA, 138.5M BBRI, 124.6M EMAS, 77.9M BMRI, 68.6M BBNI, 64.3M Top Local Buy BRMS, 213.1M PTRO, 142.2M BRPT, 105.8M BUMI, 93.7M TPIA, 50.2M",bmri
2026-04-14,Sp 15/4 : 1. dild smra pwon towr pnlf bbca bmri pnbn kaef uvcr buka amrt srtg giaa tins smdr hatm bull inet zata ctra mpmx agro bdkr ggrm dewa bumi hrum antm toba smil dooh rlco. 2. bsde cpin.,bmri
2026-04-14,Stsj ki bmri ktmle se hndu tk agyi kya...,bmri
2026-04-14,"Data Jual beli asing sesi 1 Top Net Foreign Buy (Miliar) BBRI: 130,85 BBCA: 124,89 BMRI: 65,40 DEWA: 43,83 ESSA: 36,28 BBNI: 36,17 MEDC: 24,58 SIMP: 23,9 ADMR: 22,02 Top Net Foreign Sell (Miliar) BRPT: -145,87 PTRO: -86,23 CUAN: -77,15 BRMS: -71,65 BUMI: -43,69 ENRG: -35,74",bmri
2026-04-14,"Yang mengangkat IHSG: ↑ Sektor energi & bahan baku kompak menguat ↑ Saham PTRO, BRPT, CUAN (grup Prajogo) jadi lokomotif ↑ FILM, SIMP masuk top gainers Yang menekan: ↓ Sektor keuangan -1,31% ↓ BBRI & BMRI dilepas asing besar-besaran ↓ Asing masih net sell — YTD 2026 sudah",bmri
2026-04-14,BBRI dan BMRI ya.. udah punya,bmri
2026-04-14,Unilever (UNVR) Tepis Kabar Divestasi Bisnis Jus Buavita #saham #infosaham #investasi,unvr
2026-04-14,"Rumor soal PT Unilever Indonesia Tbk (UNVR) yang kabarnya bakal melepas bisnis jus Buavita akhirnya ditepis tegas oleh manajemen. Ternyata, isu ini muncul karena efek domino dari aksi korporasi sebelumnya saat UNVR melepas lini bisnis teh SariWangi. Karena perusahaan memang lagi",unvr
2026-04-14,"Unilever Indonesia (UNVR) menepis rumor divestasi bisnis jus Buavita. Bisnis jus Buavita masih dimiliki oleh perseroan. Dan, hingga detik ini, perseroan tidak pernah menandatangani perjanjian jual beli bisnis jus Buavita kepada pihak manapun.",unvr
2026-04-15,"Situasi di Saham BBRI Mendadak Berubah, Asing Net Sell Segini #saham #infosaham #investasi",bbri
2026-04-15,"Dividen Bank BRI (BBRI) Cair, Berapa Uang yang Masuk ke Rekening Investor Ritel? ~RK Baca di sini:",bbri
2026-04-15,"Apa saja 10 saham dengan jumlah investor terbanyak di Bursa Efek Indonesia sepanjang Maret 2026? Sepanjang bulan lalu, deretan emiten dengan jumlah investor terbesar dipimpin oleh PT Bank Rakyat Indonesia Tbk (BBRI). Deretan 10 besar mayoritas diisi oleh saham-saham",bbri
2026-04-15,BRI reaffirms its commitment to delivering optimal and sustainable returns for BBRI shareholders. #KinerjaBRI #KomitmenBRI #SatuBankUntukSemua,bbri
2026-04-15,"BBRI membagikan dividen tunai Tahun Buku 2025 kepada Pemegang Saham sebesar Rp52,1 triliun atau sebesar Rp346 per saham. #KinerjaBRI #KomitmenBRI #SatuBankUntukSemua",bbri
2026-04-15,"https://swaranusa.co/catat-tanggalnya-dividen-bbri-rp521-triliun-untuk-pemegang-saham/BRIBagikanDividenRp52,1Triliun,Rp346perSahamuntukInvestorBBRI#BBRI#DividenBRI#PasarModal#SahamIndonesia#Investor#IHSG#DividenTunai#UMKM#BankBRI#Keuangan#Investasi#EkonomiIndonesia#OJK#KinerjaKeuangan#Yield#Danantara",bbri
2026-04-15,BRI kembali menegaskan komitmennya dalam memberikan imbal hasil yang optimal dan berkelanjutan bagi para pemegang saham BBRI. #KinerjaBRI #KomitmenBRI #SatuBankUntukSemua,bbri
2026-04-15,"Selasa kemarin (14/4), IHSG naik 2,34% ini sudah 5 hari penguatan berturut-turut sejak pekan lalu. Pasar Indonesia ternyata makin kebal terhadap gejolak geopolitik global. Siapa yang jadi motor penguatan? Saham-saham big caps kompak hijau: → BREN, BBCA, BBRI memimpin di",bbri
2026-04-15,"Pegang itmg sama bbri sudah 7 tahun, skrg -1m tp tidak cl, hanya berharap deviden. Hehehe",bbri
2026-04-15,"https://investasi.kontan.co.id/news/bbri-segera-tebar-dividen-jumbo-danantara-bakal-dapat-berapaRp16,67T:danantara:BBRI:2025FY:2026:20April2026(CumDividend):",bbri
2026-04-15,"Selamat sore temen2 Ijin komen untuk kasus penipuan yang barusan mencuat. Perlu kalian ingat dan waspadai... Kalo ada orang punya saham sekian puluh bio dan averagenya bulat, itu cuma bisa terjadi di $BBRI, $BMRI, dan $BBCA . Atau kalo sahamnya semuanya dicrossing. Gak mungkin",bbri
2026-04-15,"Catat Tanggalnya! Dividen BBRI Rp52,1 Triliun Siap Dibagikan untuk Pemegang Saham https://keuangannews.id/catat-tanggalnya-dividen-bbri-rp521-triliun-siap-dibagikan-untuk-pemegang-saham/lewat@KeuanganNews",bbri
2026-04-15,"Second Condition Is your emergency fund sufficient? Now you can enter stock mutual funds or blue-chip stocks. BBCA, BBRI, TLKM — buy regularly every month. Dont look at daily prices. Just stay consistent.",bbri
2026-04-15,"Hasilnya? Skor BBRI yang tadinya tiarap, sekarang tembus 90 (Sangat Sehat)!",bbri
2026-04-15,"Bank BRI dengan kode saham BBRI membagikan dividen tunai Tahun Buku 2025 kepada Pemegang Saham sebesar 52,1 triliun rupiah atau sebesar 346 rupiah per saham. Perseroan telah menetapkan recording date dividen tunai Tahun Buku 2025 pada Rabu, 22 April 2026.",bbri
2026-04-15,"Catat Tanggalnya! Dividen BBRI Rp52,1 Triliun Siap Dibagikan untuk Pemegang Saham",bbri
2026-04-15,ADRO AMRT APLN ARTO ASRI BBRI BLTA BNII BREN BUMI BYAN CLEO CPIN DSSA ELSA EXCL GOTO GPSO HERO IMAS INDY KAEF KEJU LAJU MAPI MIDI MYOR PGEO TAYS TLKM UNVR : +136.27%: 15 multiBAGGER stocks: 03/16/2026 to 04/15/2026:,bbri
2026-04-15,"Cuanholic, pergerakan aneh terjadi di bursa kita. Di tengah IHSG yang menguat 6,14% dalam sepekan, investor asing justru masih tercatat net sell di pasar secara keseluruhan. Namun, di balik arus keluar itu, ada pola yang tidak biasa saham bank besar seperti BBCA dan BBRI justru",bbri
2026-04-15,Data jual beli asing sesi 1 hari ini Top Net Foreign Buy ASII: 82.47B ADRO: 68.70B AADI: 64.47B MDKA: 56.91B CUAN: 45.69B MEDC: 38.03B PGAS: 21.09B INDF: 16.39B INCO: 14.52B Top Net Foreign Sell BBRI: -304.31B PTRO: -106.39B BUMI: -78.67B BBCA: -58.52B BRPT: -56.37B CDIA:,bbri
2026-04-15,"Dividen BBRI Rp52,1 Triliun Cair! Imbasnya ke Saham BBRI dan IHSG per 15 April 2026 Bikin Investor Berebut",bbri
2026-04-15,"Sepakat bang. Kemaren gue juga sempet pusing ngitung valuasi bank pakai rumus standar, makanya semalaman gue rombak algoritma Sector-Aware di FundaMatrix. Pas kelar & gue scan BBRI malam ini, skor kesehatannya malah tembus 90 dengan diskon harga 15%. Emang fundamentalnya beton",bbri
2026-04-15,PT Bank Rakyat Indonesia (Persero) Tbk atau BRI kembali menegaskan komitmennya dalam memberikan imbal hasil yang optimal dan berkelanjutan bagi para pemegang saham BBRI. https://rm.id/baca-berita/ekonomi-bisnis/307441/dividen-bbri-rp521-t-siap-dibagikan-untuk-pemegang-saham-catat-tanggalnya@promo_BRI#BRI#saham,bbri
2026-04-15,"Pemegang Saham BBRI Semringah, BRI Bagikan Dividen Rp 31,47 Triliun",bbri
2026-04-15,"Optimis di usia senja tidak akan memberatkan anak , astungkare bisa bebas financial fredom , apalagi kalau bisa koleksi minimal 10.000 lot saham bbri atau harga saham bbkp rp 1.000 ...",bbri
2026-04-15,"matang CUAN: multiBAGGER: total mC plus at total mC minus = +1313,04 kali lipat: 15 April 2026: +22,32%: IHSG terkoreksi turun secara teknikal: ADRO AMRT APLN ARTO ASRI BBRI BLTA BNII BREN BUMI BYAN CLEO CPIN DSSA ELSA EXCL GOTO GPSO HERO IMAS",bbri
2026-04-15,"BBRI akan membagikan dividen Rp52,10 triliun untuk tahun buku 2025, berapa yang bakal didapat oleh Danantara selaku pemegang saham mayoritas? Selengkapnya di infografis berikut Sobat Bisnis! https://instagram.com/p/DXJsvC3FIay/?utm_source=dlvr.it&utm_medium=twitter",bbri
2026-04-15,Kepemilikan lkh di saham $BBRI nggk sampe 1% ya?,bbri
2026-04-15,Mark the Date! BBRI Dividend of Rp52.1 Trillion Ready to Be Distributed to Shareholders Jakarta – PT Bank Rakyat Indonesia (Persero) Tbk reaffirms its commitment to providing optimal and sustainable returns for BBRI shareholders.,bbri
2026-04-15,Menunggu trend BBRI naik ke Rp 4000/ lembar plus menunggu dividen final Rp 209/ lembar. Terima kasih BBRI kau menyelamatkan asetku yg tercuri oleh emiten PP dan Bakrie . Catlos saham PP dan Bakrie 35%minus,bbri
2026-04-15,nambahin lot bbri aja harini,bbri
2026-04-15,"Todays Foreign Buy-Sell Data Top Foreign Buy ASII, 172.1M CUAN, 109.1M MDKA, 67.5M AADI, 65.8M MEDC, 55.5M Top Local Buy BBRI, 706.6M BBCA, 263.8M BUMI, 193.6M PTRO, 121.1M BRPT, 56.3M Wonder how long the foreigners are gonna keep dumping BBCA and BBRI That stuff just never",bbri
2026-04-15,BRI reaffirms its commitment to delivering optimal and sustainable returns for BBRI shareholders. #KinerjaBRI #KomitmenBRI #SatuBankUntukSemua,bbri
2026-04-15,"Ogah bro sebab saya beli BBRI ,PBV nya kecil yaitu 1,5 bro di harga Rp 3310 / lembar. Ane malah paling anti beli emiten konglo dengan PBV puluhan kali dari harga aslinya bro.",bbri
2026-04-15,"Investor asing melakukan aksi jual bersih pada saham PT Bank Rakyat Indonesia Tbk (BBRI) senilai Rp 304,31 miliar di sesi pertama perdagangan Rabu, 15 April 2026, di Bursa Efek Indonesia (BEI). Pergerakan ini mencerminkan tekanan jual di sektor perbankan besar, meskipun Indeks",bbri
2026-04-15,"I agree with Bennix regarding $BBRI. I bought this stock at one point but cut my losses. Its shrouded in uncertainty & pessimism toward real economic growth in the middle and lower sectors, MSMEs, and so on. Frankly, its heartbreaking. As long as geopolitical tensions and",bbri
2026-04-15,BBRI Dividend of Rp52.1 Trillion Ready to Be Distributed to Shareholders,bbri
2026-04-15,bulan2 banjir deviden bbca bbni arna roti admf bbri lppf yang lain meyusul,bbri
2026-04-15,"Alhamdulillah ya kak. Btw foto profil lu ngeselin ya. Jadi sebel gw liatnya wkwk. Target punya LM emas 200-250 gram, kemudian next mau coba Reksa Dana Pasar Uang (RDPU), saham BBRI, BBCA dll. Semangat",bbri
2026-04-15,Kian Benderang di Saham BBRI #saham #infosaham #investasi,bbri
2026-04-15,"shm! dari 4 Big Banks, laba bersihnya BBRI dan BBNI menurun padahal 2 lainnya naik. Setelah gw tanya Tuntun AI, dapet jawabannya ini. Menurut kalian gimana?",bbri
2026-04-15,Thanks ya kak. Next mau coba juga reksa dana pasar uang alias RDPU dan saham BBRI / BBCA dan lain2 hehe.,bbri
2026-04-15,ADRO AMRT APLN ARTO ASRI BBRI BLTA BNII BREN BUMI BYAN CLEO CPIN DSSA ELSA EXCL GOTO GPSO HERO IMAS INDY KAEF KEJU LAJU MAPI MIDI MYOR PGEO TAYS TLKM UNVR : +136.27%: 15 multiBAGGER stocks: 03/16/2026 to 04/15/2026:,tlkm
2026-04-15,"Second Condition Is your emergency fund sufficient? Now you can enter stock mutual funds or blue-chip stocks. BBCA, BBRI, TLKM — buy regularly every month. Dont look at daily prices. Just stay consistent.",tlkm
2026-04-15,"#IHSG closed +2.34% at 7,675.95. Main drivers: MORA +25.00% | BREN +7.00% | BBCA +2.66% Draggers: MSIN -14.77% | TLKM -2.19% | DCII -1.14% Watchlist Mega Capital: NICL, INET, INCO, ARCI, TINS #StockPortfolio #markets #sahamindonesia",tlkm
2026-04-15,Telkom (TLKM) Batalkan RUPSLB #saham #infosaham #investasi,tlkm
2026-04-15,"IHSG diprediksi bergerak menguat terbatas hari ini dengan potensi rentang 7.587-7.843, menguji resistance setelah penutupan menguat di 7.675 kemarin. Rekomendasi saham mencakup BBCA, HRTA, dan TLKM berdasarkan analisis pagi ini, ditambah opsi lain seperti ARCI, DSNG, dan INET",tlkm
2026-04-15,"Profit Taking CUAN: goto, laju, tlkm, roti, asii, apln, antm: 15 April 2026:",tlkm
2026-04-15,"PT Telkom Indonesia (Persero) Tbk (TLKM) has announced the cancellation of the planned extraordinary general meeting of shareholders (EGM) on April 24, 2026. #Telkom #BatalkanRUPLSB #24April - http://Infodigital.co.idhttps://infodigital.co.id/telkom-batalkan-ruplsb-24-april/",tlkm
2026-04-15,"PT Telkom Indonesia (Persero) Tbk (TLKM) secara resmi membatalkan pelaksanaan Rapat Umum Pemegang Saham Luar Biasa (RUPSLB) Tahun 2026 yang semula dijadwalkan pada 24 April 2026. Meski pembatalan sudah diumumkan, manajemen belum menjelaskan alasan detail maupun jadwal",tlkm
2026-04-15,"Yuk, pakai Livin’ by Mandiri! Download di sini https://bmri.id/reflivin?af_adset=MGMO8V5BXJ&deep_link_sub1=null&deep_link_sub2=MGMO8V5BXJJanganlupapakaikodereferral-ku:MGMO8V5BXJFAQ:http://bmri.id/livinmgmBankMandiriberizindandiawasiolehOtoritasJasaKeuangan(OJK)danBankIndonesia,sertamerupakanpesertapenjaminanLPS.",bmri
2026-04-15,uwalaaahhh mahalnyooo sudah kiran BMRI hahaha,bmri
2026-04-15,"Perawatan jalan, biayanya lebih ringan. Dapatkan diskon 10%* untuk semua treatment rawat jalan di Mitra Keluarga dengan Mandiri Kartu Kredit. Berlaku hingga 31 Desember 2026. *Info: http://bmri.id/rsmk26BankMandiriberizindandiawasiolehOtoritasJasaKeuangandan",bmri
